Company Name: MARKET PURCHASE
Phone No: 9894404450


Item Batch Report
Dated: 10/11/2023 - 06/09/2027


Item Name,Batch Number,Expiry Date,MFG Date,MRP,Purchase Price,Selling Price,Current Stock
SPOON WOODEN,26/01/26,"","",0.0,50.0,75.0,0.0 PCS
SPRING ONION,Batch #1,"","",0.0,25.0,30.0,0.0 PCS
SPRITE CASE ,Batch #1,"","",0.0,495.0,521.0,4.0 PCS
STRABERRY SYRUP JOANN ,Batch #1,12/09/2026,"",0.0,130.0,180.0,6.0 PCS
STRABERRY SYRUP JOANN ,20/12/25,21/12/2028,"",0.0,190.0,210.0,0.0 PCS
STRAWBERRY KG,22/04/26,"","",0.0,70.0,80.0,0.0 PCS
STRAWBERRY KG,10/7/26,"","",0.0,110.0,125.0,0.0 PCS
STRAWBERRY KG,02/06/26,"","",0.0,90.0,110.0,0.0 PCS
STRAWBERRY KG,03/02/26,"","",0.0,80.0,90.0,0.0 PCS
STRAWBERRY KG,Batch #1,"","",0.0,60.0,80.0,0.0 PCS
STROW 6MM,Batch #1,26/12/2030,"",0.0,19.0,24.0,0.0 PCS
STROW 6MM,22/03/26,"","",0.0,16.0,24.0,0.0 PCS
STROW 6MM,26/02/26,"","",0.0,18.0,22.0,0.0 PCS
STROW 6MM,08/01/26,"","",0.0,20.0,25.0,7.0 PCS
STROW 8MM,Batch #1,26/12/2031,"",0.0,27.0,30.0,0.0 PCS
STROW 8MM,16/01/26,"","",0.0,24.0,29.0,0.0 PCS
STROW 8MM,26/03/26,"","",0.0,24.6,30.0,118.0 PCS
STROW 8MM,05/02/26,"","",0.0,26.0,29.0,0.0 PCS
STROW PLASTIC,Batch #1,"","",0.0,20.0,25.0,0.0 PCS
STRWBERRY MOJITO MANAMA 500ML,07/03/26,"","",0.0,164.0,185.0,19.0 PCS
SUGAR 50KG,17/12/2025,"","",0.0,2150.0,2220.0,0.0 PKT
SUGAR 50KG,07/05/26,"","",0.0,2190.0,2230.0,0.0 PKT
SUGAR 50KG,11/03/26,"","",0.0,2150.0,2200.0,0.0 PKT
SUGAR 50KG,26/12/25/,"","",0.0,2120.0,2180.0,0.0 PKT
SUGAR 50KG,31/05/26,"","",0.0,2200.0,2250.0,0.0 PKT
SUGAR 50KG,26/01/26.,"","",0.0,2130.0,2190.0,0.0 PKT
SUGAR 50KG,05/07/,"","",0.0,48.0,50.0,0.0 PKT
SUGAR 50KG,17/7/26,"","",0.0,2450.0,2450.0,0.0 PKT
SUGAR 50KG,26/12/25,"","",0.0,2240.0,2280.0,0.0 PKT
SUGAR 50KG,10/7/26,"","",0.0,2340.0,2370.0,0.0 PKT
SUGAR 50KG,03/07/26,"","",0.0,2250.0,2290.0,0.0 PKT
SUGAR 50KG,13/1/26,"","",0.0,2100.0,2150.0,0.0 PKT
SUGAR 50KG,26/01/26,"","",0.0,2230.0,2290.0,0.0 PKT
SUGAR 50KG,15/03/26,"","",0.0,2140.0,2200.0,0.0 PKT
SUGAR 50KG,Batch #1,20/12/2030,"",0.0,3310.0,3360.0,0.0 PKT
SUGAR 50KG,14/08/26,"","",0.0,2650.0,2850.0,1.0 PKT
SUGAR 50KG,02/08/26,"","",0.0,2560.0,2590.0,0.0 PKT
SUGAR 50KG,3/1/26,"","",0.0,2110.0,2160.0,0.0 PKT
SUGAR 50KG,8/7/26,"","",0.0,2300.0,2350.0,0.0 PKT
SUGAR 50KG,26/08/26,"","",0.0,3140.0,3200.0,0.0 PKT
SUGAR 50KG,19/06/26,"","",0.0,2440.0,2490.0,0.0 PKT
SUGAR BALL ,25/02/26,"","",0.0,125.0,150.0,1.0 PCS
SUGAR BALL ,02/05/26,"","",0.0,45.0,55.0,0.0 PCS
SUGAR BALL ,Batch #1,22/12/2032,"",0.0,58.0,90.0,5.0 PCS
SUNFLOWER OIL ,14/08/26,"","",0.0,1580.0,1620.0,0.0 BOX
SUNFLOWER OIL ,22/01/26,"","",0.0,1380.0,1410.0,0.0 BOX
SUNFLOWER OIL ,Batch #1,25/12/2031,"",0.0,1330.0,1380.0,0.0 BOX
SUNFLOWER OIL ,20/05/26,"","",0.0,1580.0,1630.0,6.0 BOX
SUNFLOWER OIL ,27/12/25,"","",0.0,1350.0,1400.0,0.0 BOX
SUNFLOWER OIL ,26/01/26,"","",0.0,1390.0,1420.0,0.0 BOX
SUNFLOWER OIL ,03/02/26,"","",0.0,1450.0,1500.0,0.0 BOX
SUNFLOWER OIL ,10/7/26,"","",0.0,1640.0,1690.0,0.0 BOX
SUNFLOWER OIL ,14/03/26,"","",0.0,1520.0,1550.0,0.0 BOX
SUNFLOWER OIL ,20/02/26,"","",0.0,1430.0,1470.0,0.0 BOX
SWEET CORN ,24/03/26,"","",0.0,25.0,30.0,0.0 PCS
SWEET CORN ,9/7/26,"","",0.0,80.0,90.0,0.0 PCS
SWEET CORN ,Batch #1,11/12/2030,"",0.0,20.0,25.0,0.0 PCS
TISSUE ,21/04/26,"","",0.0,375.0,500.0,29.0 PCS
TISSUE ,Batch #1,"","",0.0,400.0,500.0,0.0 PCS
TISSUE PAPPER 2nd,Batch #1,"","",0.0,265.0,290.0,2.0 PCS
TOMATO SAUCE ONE RUPEE,Batch #1,05/12/2031,"",0.0,46.0,60.0,13.0 PCS
TOMATO SAUCE SUN,11/03/26,"","",0.0,230.0,280.0,2.0 PCS
TOMATO SAUCE SUN,20/04/26,"","",0.0,420.0,470.0,3.0 PCS
TOMATO SAUCE SUN,Batch #1,12/12/2030,"",0.0,400.0,450.0,0.0 PCS
TOMATO SAUCE SUN,12/02/26,"","",0.0,35.83,42.0,12.0 PCS
TOMATO SAUCE SUN,25/06/26,"","",0.0,225.0,290.0,0.0 PCS
TOOTY FRUITY,19/06/26,"","",0.0,68.0,80.0,13.0 KGS
TOOTY FRUITY,16/01/26,"","",0.0,70.0,80.0,0.0 KGS
TOOTY FRUITY,03/02/26,"","",0.0,70.0,80.0,0.0 KGS
TOOTY FRUITY,Batch #1,25/12/2030,"",0.0,61.0,80.0,0.0 KGS
TOOTY FRUITY,16/03/26,"","",0.0,75.0,85.0,0.0 KGS
TOP RAMEN NOODLES ,03/02/26,"","",0.0,725.0,820.0,0.0 PCS
TOP RAMEN NOODLES ,Batch #1,09/12/2032,"",0.0,780.0,820.0,0.0 PCS
TOP RAMEN NOODLES ,17/02/26,"","",0.0,725.0,800.0,0.0 PCS
TOP RAMEN NOODLES ,14/08/26,"","",0.0,740.0,800.0,5.0 PCS
TOP RAMEN NOODLES ,09/06/26,"","",0.0,650.0,680.0,0.0 PCS
TORTILLA WRAP,26/01/26,"","",0.0,110.0,140.0,0.0 PCS
TORTILLA WRAP,Batch #1,11/12/2031,"",0.0,100.0,130.0,23.0 PCS
TORTILLA WRAP,16/01/26,"","",0.0,110.0,140.0,0.0 PCS
TURMERIC POWDER,Batch #1,"","",0.0,238.0,255.0,0.5 PCS
TURMERIC POWDER,19/05/26,"","",0.0,210.0,240.0,0.0 PCS
UMBRELLA STICK ,Batch #1,16/12/2032,"",0.0,130.0,250.0,15.0 PCS
VEG BURGER PATTY KG,Batch #1,"","",0.0,162.75,220.0,35.0 PKT
VEG MOMOS,18/07/26,"","",0.0,141.75,170.0,6.0 PCS
VEG MOMOS,Batch #1,"","",0.0,225.0,270.0,0.0 PCS
VINEGAR,02/05/26,"","",0.0,100.0,110.0,8.0 PCS
VINEGAR,24/06/26,"","",0.0,16.67,20.0,28.0 PCS
VINEGAR,Batch #1,"","",0.0,20.0,22.0,-1.0 PCS
VMB MAIDA,Batch #1,"","",0.0,42.8,46.0,80.0 PCS
VMB MAIDA,13/05/26,"","",0.0,470.0,500.0,0.0 PCS
VMB MAIDA,15/06/26,"","",0.0,36.0,45.0,0.0 PCS
WATERMELON MOJITO MANAMA 750ML,17/04/26,"","",0.0,195.0,210.0,19.0 PCS
WATERMELON MOJITO MANAMA 750ML,Batch #1,28/09/2026,"",0.0,164.0,190.0,0.0 PCS
WOODEN FORK,07/03/26,"","",0.0,38.0,55.0,0.0 PCS
WOODEN FORK,22/04/26,"","",0.0,65.0,75.0,0.0 PCS
WOODEN FORK,24/04/26,"","",0.0,60.0,75.0,0.0 PCS
WOODEN FORK,Batch #1,18/01/2029,"",0.0,50.0,70.0,53.0 PCS
YUGING GLASS WARE,Batch #1,20/12/2030,"",0.0,88.0,105.0,0.0 PCS
